Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL2030855;;None;774.94;2;8.51;3l;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(-c2ccccc2)cc1;IC50;'=';7.0;nM;8.15;;;UO_0000065;10.52;0.20;-0.36;6.71;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.007
CHEMBL2030860;;None;727.89;2;6.17;3q;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(CO)nn1-c1ccccc1;IC50;'=';24.0;nM;7.62;;;UO_0000065;10.47;0.20;1.45;5.16;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.024
CHEMBL2030866;;None;710.30;2;7.67;4b;CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)n1;IC50;'=';120.0;nM;6.92;;;UO_0000065;9.74;0.19;-0.75;6.15;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.12
CHEMBL2031010;;None;750.48;2;9.52;3;O=C(c1ccc(CN(Cc2ccc(F)cc2)S(=O)(=O)c2cc(Cl)cc(Cl)c2O)cc1)N(Cc1ccc(F)cc1)Cc1cc(Cl)cc(Cl)c1;IC50;'=';35.0;nM;7.46;;;UO_0000065;9.93;0.21;-2.06;9.57;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.035
CHEMBL2031011;;None;747.14;2;7.89;4;CCCCN(CCCC)C(=O)c1nn(-c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3O)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';910.0;nM;6.04;;;UO_0000065;8.09;0.17;-1.85;4.84;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.91
CHEMBL2031015;;None;869.48;2;7.06;15;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(OCCN5CCOCC5)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';400.0;nM;6.40;;;UO_0000065;7.36;0.14;-0.66;4.46;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;400.0
CHEMBL2031027;;None;769.37;2;6.67;30;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl;IC50;'=';9.0;nM;8.05;;;UO_0000065;10.46;0.20;1.38;5.45;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;9.0
CHEMBL437858;;None;3160.54;None;None;5 (Bad BH3-26 (R2));CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O;IC50;'=';49.0;nM;7.31;;;UO_0000065;2.31;None;None;None;0;CHEMBL880570;Inhibition of BCL2 by fluorescence polarization based competitive binding assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1142844;1;Scientific Literature;Bioorg Med Chem Lett;2005;None;;;;0.049
CHEMBL3703605;;None;1039.55;None;None;BDBM156385;CCN(CCOP(=O)(O)O)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F;IC50;'=';0.9;nM;9.05;;363134;UO_0000065;8.70;None;None;None;0;CHEMBL3887911;"Fluorescence Polarization Assay: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-c) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502). Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP')assays may be developed using a c-terminal 6XHIS tagged Bcl-2 (aa 1-204) and a C-terminal 6XHIS tagged Bcl-XL (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluorescein isothiocyanate (FITC-DLRPEIRIAQELRRIGDEFNETYTRR). Dilutions of either Bcl-2 (1.3 nM) or Bcl-XL (0.8 nM) may be added to serial dilutions of antagonist and incubated for one hour prior to the addition of 2 nM of fluorescent peptide tracer (Anaspec, Fremont, Calif.) in the assay buffer. Final assay buffer conditions may be 20 mM HEPES, pH 7.5, 1 mM DTT, 0.005% Tween-20 and 50 mM NaCl. Samples may be read after 20-minute incubation. Fluorescence polarization values may be plotted as a function of the antagonist concentration.";B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886500;37;BindingDB Patent Bioactivity Data;;2016;None;;;;0.9
CHEMBL3703617;;None;1042.71;None;None;BDBM156398;CCN(CC)C[C@@H]1COCCN1CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F;IC50;'=';0.3;nM;9.52;;298909;UO_0000065;9.13;None;None;None;0;CHEMBL3707482;"Fluorescence Polarization: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502).Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP') assays may be developed using a c-terminal 6.times.HIS tagged Bcl-2 (aa 1-204) and a C-terminal 6.times.HIS tagged Bcl-X.sub.L (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluores.";B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638929;37;BindingDB Patent Bioactivity Data;;2015;None;;;;0.3
CHEMBL3898420;;None;1000.63;None;None;BDBM156376;O=C(NS(=O)(=O)c1ccc(N[C@@H](CCN2CCN(CCO)CC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([C@H](O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1;IC50;'<';1.0;nM;;;298889;UO_0000065;;;;;0;CHEMBL3707482;"Fluorescence Polarization: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502).Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP') assays may be developed using a c-terminal 6.times.HIS tagged Bcl-2 (aa 1-204) and a C-terminal 6.times.HIS tagged Bcl-X.sub.L (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluores.";B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638929;37;BindingDB Patent Bioactivity Data;;2015;None;;;;1.0
CHEMBL3931032;;None;1051.57;None;None;BDBM156407;COP(=O)(O)O[C@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1;IC50;'=';1.0;nM;9.00;;298917;UO_0000065;8.56;None;None;None;0;CHEMBL3707482;"Fluorescence Polarization: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502).Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP') assays may be developed using a c-terminal 6.times.HIS tagged Bcl-2 (aa 1-204) and a C-terminal 6.times.HIS tagged Bcl-X.sub.L (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluores.";B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638929;37;BindingDB Patent Bioactivity Data;;2015;None;;;;1.0
CHEMBL3918448;;None;716.83;4;6.16;16;COC(=O)CCCN/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/NCCCC(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21;IC50;'=';375.0;nM;6.43;;;UO_0000065;8.96;0.17;0.27;3.35;0;CHEMBL3865725;Inhibition of FAM-Bid binding to human BCL2 expressed in Escherichia coli BL21 after 30 mins by fluorescence polarization assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3864191;1;Scientific Literature;ACS Med Chem Lett;2016;None;;;;0.375
CHEMBL2325758;;None;895.51;3;8.67;25;CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5c(C(=O)O)nn(C)c5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-];IC50;'=';7.1;nM;8.15;;;UO_0000065;9.10;0.18;-0.52;4.90;0;CHEMBL2330000;Binding affinity to BCL2 (unknown origin) after 2 hrs by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2321752;1;Scientific Literature;J Med Chem;2013;None;;;;7.1
CHEMBL2326038;;None;838.46;3;9.22;22;CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5cnoc5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-];IC50;'=';350.0;nM;6.46;;;UO_0000065;7.70;0.15;-2.76;4.71;0;CHEMBL2330000;Binding affinity to BCL2 (unknown origin) after 2 hrs by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2321752;1;Scientific Literature;J Med Chem;2013;None;;;;350.0
CHEMBL2325768;;None;932.53;2;10.90;14;Cc1c(C(F)(F)F)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C;IC50;'=';271.0;nM;6.57;;;UO_0000065;7.04;0.14;-4.33;5.66;0;CHEMBL2330000;Binding affinity to BCL2 (unknown origin) after 2 hrs by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2321752;1;Scientific Literature;J Med Chem;2013;None;;;;271.0
CHEMBL3701345;;None;607.69;2;6.15;BDBM161531;COc1cc(C(=O)N2Cc3ccccc3C[C@H]2C)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)cc1F;IC50;'=';14.3;nM;7.84;;304829;UO_0000065;12.91;0.24;1.69;8.45;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;14.3
CHEMBL3701347;;None;722.85;2;6.49;BDBM161533;Cc1c(C(=O)N(c2ccccc2)c2cnc3c(ccn3C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C;IC50;'=';21.9;nM;7.66;;304831;UO_0000065;10.60;0.19;1.17;8.12;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;21.9
CHEMBL3701358;;None;702.81;2;5.53;BDBM161547;Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1CCN1CCOCC1;IC50;'=';13.5;nM;7.87;;304845;UO_0000065;11.20;0.21;2.34;6.87;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;13.5
CHEMBL3701372;;None;735.29;2;6.40;BDBM161561;Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3CCOC3)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';5.3;nM;8.28;;304859;UO_0000065;11.26;0.21;1.88;7.86;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;5.3
CHEMBL3701391;;None;706.78;2;5.19;BDBM161581;Cc1c(C(=O)N(c2ccc(O)c(F)c2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C;IC50;'=';15.7;nM;7.80;;304879;UO_0000065;11.04;0.20;2.61;6.81;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;15.7
CHEMBL3704788;;None;720.80;2;5.53;BDBM161622;COc1ncc(N(C(=O)c2cc(-c3cc(F)c(OC)cc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1;IC50;'=';6.1;nM;8.21;;304920;UO_0000065;11.40;0.21;2.68;6.71;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;6.1
CHEMBL3701398;;None;702.22;2;5.90;BDBM161589;Cc1c(C(=O)N(c2ccc(O)cc2)c2ccnc(C#N)n2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';24.4;nM;7.61;;304887;UO_0000065;10.84;0.20;1.71;5.96;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;24.4
CHEMBL2398263;;None;414.49;1;5.21;74b;O=C(O)c1cc(-c2ccc3c(c2)/C(=N\Nc2nc4ccccc4s2)CCC3)ccn1;IC50;'=';5000.0;nM;5.30;;;UO_0000065;12.79;0.24;0.09;6.06;0;CHEMBL2399234;Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2396645;1;Scientific Literature;J Med Chem;2013;None;;;;5.0
CHEMBL2030846;;None;712.83;2;7.05;3c;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)O)nn1-c1ccccc1;IC50;'=';170.0;nM;6.77;;;UO_0000065;9.50;0.18;-0.28;4.88;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.17
CHEMBL2030853;;None;825.39;2;9.29;3j;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2cccc(Cl)c2)cc1;IC50;'=';8.0;nM;8.10;;;UO_0000065;9.81;0.19;-1.19;6.19;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.008
